seed,condition,seq_length,noise_rate,seq_id,queried_key,target_value,predicted_value,correct,distractor_leakage_events,mutex_violation_ticks,mean_firing_density
57366,ablation_unshielded_retrieval,256,0.05,14,12,0,1,0,3184,3060,0.141070
61462,ablation_unshielded_retrieval,256,0.05,15,10,1,0,0,2752,3060,0.113778
65558,ablation_unshielded_retrieval,256,0.05,16,1,0,0,1,2688,3036,0.103476
69654,ablation_unshielded_retrieval,256,0.05,17,5,1,0,0,2480,3012,0.109658
73750,ablation_unshielded_retrieval,256,0.05,18,7,1,1,1,2416,2952,0.126198
77846,ablation_unshielded_retrieval,256,0.05,19,15,0,0,1,2976,2808,0.135021
81942,ablation_unshielded_retrieval,256,0.05,20,6,1,0,0,3248,3024,0.135471
86038,ablation_unshielded_retrieval,256,0.05,21,14,0,0,1,3136,3000,0.143713
90134,ablation_unshielded_retrieval,256,0.05,22,4,1,0,0,2080,3012,0.109776
94230,ablation_unshielded_retrieval,256,0.05,23,6,0,0,1,2960,3000,0.122364
98326,ablation_unshielded_retrieval,256,0.05,24,13,1,1,1,2512,2988,0.096947
102422,ablation_unshielded_retrieval,256,0.05,25,13,1,0,0,2576,2964,0.116176
106518,ablation_unshielded_retrieval,256,0.05,26,11,1,1,1,2720,3060,0.129824
110614,ablation_unshielded_retrieval,256,0.05,27,12,1,1,1,3376,3000,0.161163
114710,ablation_unshielded_retrieval,256,0.05,28,7,1,0,0,1888,3060,0.096786
118806,ablation_unshielded_retrieval,256,0.05,29,13,0,1,0,2496,2700,0.102626
122902,ablation_unshielded_retrieval,256,0.05,30,2,1,0,0,2704,2988,0.134555
126998,ablation_unshielded_retrieval,256,0.05,31,15,1,1,1,3696,3060,0.139762
131094,ablation_unshielded_retrieval,256,0.05,32,6,1,0,0,3296,3012,0.142969
135190,ablation_unshielded_retrieval,256,0.05,33,8,1,0,0,2544,2712,0.124822
139286,ablation_unshielded_retrieval,256,0.05,34,8,1,0,0,2880,3048,0.139414
143382,ablation_unshielded_retrieval,256,0.05,35,13,0,0,1,2944,3072,0.107708
147478,ablation_unshielded_retrieval,256,0.05,36,4,1,1,1,3056,3000,0.132272
151574,ablation_unshielded_retrieval,256,0.05,37,12,0,0,1,2288,2976,0.094890
155670,ablation_unshielded_retrieval,256,0.05,38,4,0,1,0,1728,2700,0.087683
159766,ablation_unshielded_retrieval,256,0.05,39,8,1,1,1,3104,3012,0.136501
163862,ablation_unshielded_retrieval,256,0.05,40,12,1,0,0,2512,2940,0.113498
167958,ablation_unshielded_retrieval,256,0.05,41,8,1,1,1,2848,2820,0.132264
172054,ablation_unshielded_retrieval,256,0.05,42,12,1,0,0,3248,3024,0.123563
176150,ablation_unshielded_retrieval,256,0.05,43,2,1,0,0,2880,3012,0.109138
180246,ablation_unshielded_retrieval,256,0.05,44,13,0,0,1,2832,3000,0.132896
184342,ablation_unshielded_retrieval,256,0.05,45,9,1,0,0,1824,2448,0.094612
188438,ablation_unshielded_retrieval,256,0.05,46,0,1,0,0,2640,2892,0.131184
192534,ablation_unshielded_retrieval,256,0.05,47,12,0,0,1,2192,2760,0.098726
196630,ablation_unshielded_retrieval,256,0.05,48,8,0,0,1,1392,1812,0.078187
200726,ablation_unshielded_retrieval,256,0.05,49,10,0,0,1,1904,2820,0.089171
204822,ablation_unshielded_retrieval,256,0.05,50,9,1,1,1,3168,3048,0.132953
4119,ablation_unshielded_retrieval,256,0.05,1,4,1,1,1,2288,2880,0.100392
8215,ablation_unshielded_retrieval,256,0.05,2,15,0,1,0,2624,2916,0.123449
12311,ablation_unshielded_retrieval,256,0.05,3,11,1,0,0,2528,2964,0.128716
16407,ablation_unshielded_retrieval,256,0.05,4,8,1,0,0,2752,2772,0.117498
20503,ablation_unshielded_retrieval,256,0.05,5,4,1,1,1,2816,3036,0.139187
24599,ablation_unshielded_retrieval,256,0.05,6,12,0,0,1,2704,2964,0.104111
28695,ablation_unshielded_retrieval,256,0.05,7,14,1,1,1,1856,2784,0.096612
32791,ablation_unshielded_retrieval,256,0.05,8,9,0,0,1,2704,2916,0.118411
36887,ablation_unshielded_retrieval,256,0.05,9,3,0,1,0,2304,2844,0.099928
40983,ablation_unshielded_retrieval,256,0.05,10,3,0,0,1,2368,2964,0.107710
45079,ablation_unshielded_retrieval,256,0.05,11,3,1,0,0,1696,2412,0.091969
49175,ablation_unshielded_retrieval,256,0.05,12,7,0,1,0,3024,3060,0.125511
53271,ablation_unshielded_retrieval,256,0.05,13,10,1,0,0,2560,2652,0.094211
57367,ablation_unshielded_retrieval,256,0.05,14,0,1,1,1,2800,2796,0.123511
61463,ablation_unshielded_retrieval,256,0.05,15,0,1,0,0,3120,2904,0.139135
65559,ablation_unshielded_retrieval,256,0.05,16,5,0,0,1,3104,3024,0.132604
69655,ablation_unshielded_retrieval,256,0.05,17,9,0,1,0,2480,3060,0.120487
73751,ablation_unshielded_retrieval,256,0.05,18,10,0,0,1,3264,3048,0.152408
77847,ablation_unshielded_retrieval,256,0.05,19,8,1,0,0,2240,2256,0.101018
81943,ablation_unshielded_retrieval,256,0.05,20,9,1,0,0,2128,2820,0.089808
86039,ablation_unshielded_retrieval,256,0.05,21,3,0,0,1,2560,3072,0.117454
90135,ablation_unshielded_retrieval,256,0.05,22,6,1,1,1,2400,2676,0.096895
94231,ablation_unshielded_retrieval,256,0.05,23,14,1,1,1,2208,2832,0.089631
98327,ablation_unshielded_retrieval,256,0.05,24,14,1,1,1,3040,2964,0.126596
102423,ablation_unshielded_retrieval,256,0.05,25,3,1,0,0,2800,2928,0.130945
106519,ablation_unshielded_retrieval,256,0.05,26,2,0,0,1,2688,2712,0.118697
110615,ablation_unshielded_retrieval,256,0.05,27,4,1,1,1,2976,3060,0.146108
114711,ablation_unshielded_retrieval,256,0.05,28,3,0,1,0,3280,2988,0.132029
118807,ablation_unshielded_retrieval,256,0.05,29,9,1,1,1,2128,2700,0.093244
122903,ablation_unshielded_retrieval,256,0.05,30,11,1,1,1,2496,2892,0.109833
126999,ablation_unshielded_retrieval,256,0.05,31,11,0,0,1,2416,3000,0.115724
131095,ablation_unshielded_retrieval,256,0.05,32,4,0,1,0,3072,2988,0.109372
135191,ablation_unshielded_retrieval,256,0.05,33,13,0,1,0,2032,3000,0.092541
139287,ablation_unshielded_retrieval,256,0.05,34,14,0,0,1,2624,2892,0.120991
143383,ablation_unshielded_retrieval,256,0.05,35,13,0,0,1,1936,2376,0.093236
147479,ablation_unshielded_retrieval,256,0.05,36,4,0,1,0,3024,3012,0.128773
151575,ablation_unshielded_retrieval,256,0.05,37,3,0,1,0,2832,2808,0.117729
155671,ablation_unshielded_retrieval,256,0.05,38,1,1,1,1,2256,3060,0.106462
159767,ablation_unshielded_retrieval,256,0.05,39,2,1,1,1,2864,3024,0.150512
163863,ablation_unshielded_retrieval,256,0.05,40,12,0,1,0,2256,3072,0.110348
167959,ablation_unshielded_retrieval,256,0.05,41,8,1,0,0,3216,3048,0.135231
172055,ablation_unshielded_retrieval,256,0.05,42,2,1,1,1,2352,2988,0.092312
176151,ablation_unshielded_retrieval,256,0.05,43,8,0,1,0,2768,3012,0.129689
180247,ablation_unshielded_retrieval,256,0.05,44,15,0,0,1,3024,2808,0.111484
184343,ablation_unshielded_retrieval,256,0.05,45,11,0,1,0,2400,3036,0.113607
188439,ablation_unshielded_retrieval,256,0.05,46,2,1,1,1,2672,3012,0.128198
192535,ablation_unshielded_retrieval,256,0.05,47,13,1,0,0,2432,2808,0.112244
196631,ablation_unshielded_retrieval,256,0.05,48,0,1,1,1,2560,3048,0.118642
200727,ablation_unshielded_retrieval,256,0.05,49,14,1,0,0,2896,2940,0.130893
204823,ablation_unshielded_retrieval,256,0.05,50,6,0,1,0,2496,2904,0.103301
4120,ablation_unshielded_retrieval,256,0.05,1,15,0,1,0,3024,3000,0.138283
8216,ablation_unshielded_retrieval,256,0.05,2,2,0,0,1,3072,3024,0.131348
12312,ablation_unshielded_retrieval,256,0.05,3,5,1,0,0,3104,3072,0.109718
16408,ablation_unshielded_retrieval,256,0.05,4,5,1,1,1,2624,2892,0.126773
20504,ablation_unshielded_retrieval,256,0.05,5,4,1,0,0,2880,2976,0.108111
24600,ablation_unshielded_retrieval,256,0.05,6,6,0,0,1,1648,2796,0.084590
28696,ablation_unshielded_retrieval,256,0.05,7,0,1,0,0,3008,2928,0.147487
32792,ablation_unshielded_retrieval,256,0.05,8,15,0,1,0,2736,3060,0.125803
36888,ablation_unshielded_retrieval,256,0.05,9,0,0,1,0,2080,3060,0.094209
40984,ablation_unshielded_retrieval,256,0.05,10,8,0,0,1,3328,3024,0.158533
45080,ablation_unshielded_retrieval,256,0.05,11,10,1,0,0,3088,2976,0.133353
49176,ablation_unshielded_retrieval,256,0.05,12,14,1,0,0,1968,2520,0.097070
53272,ablation_unshielded_retrieval,256,0.05,13,2,0,0,1,3104,3036,0.119506
57368,ablation_unshielded_retrieval,256,0.05,14,11,1,1,1,3184,3060,0.136841
61464,ablation_unshielded_retrieval,256,0.05,15,7,1,1,1,1968,3024,0.097694
65560,ablation_unshielded_retrieval,256,0.05,16,13,0,0,1,1648,2808,0.097255
69656,ablation_unshielded_retrieval,256,0.05,17,6,1,0,0,3264,2976,0.141310
73752,ablation_unshielded_retrieval,256,0.05,18,13,0,0,1,3104,2784,0.120754
77848,ablation_unshielded_retrieval,256,0.05,19,13,0,1,0,2720,2784,0.131754
81944,ablation_unshielded_retrieval,256,0.05,20,13,0,0,1,1920,2700,0.103702
86040,ablation_unshielded_retrieval,256,0.05,21,0,1,0,0,3184,3048,0.148910
90136,ablation_unshielded_retrieval,256,0.05,22,5,1,1,1,3040,2784,0.124372
94232,ablation_unshielded_retrieval,256,0.05,23,9,0,0,1,2848,3072,0.133291
98328,ablation_unshielded_retrieval,256,0.05,24,3,1,0,0,1840,2388,0.085222
102424,ablation_unshielded_retrieval,256,0.05,25,12,1,1,1,2880,2832,0.117560
106520,ablation_unshielded_retrieval,256,0.05,26,3,1,1,1,2624,2796,0.117552
110616,ablation_unshielded_retrieval,256,0.05,27,13,0,1,0,3008,2904,0.112912
114712,ablation_unshielded_retrieval,256,0.05,28,3,1,1,1,3104,3012,0.124130
118808,ablation_unshielded_retrieval,256,0.05,29,10,1,1,1,2944,2940,0.130784
122904,ablation_unshielded_retrieval,256,0.05,30,1,1,1,1,2768,2772,0.111370
127000,ablation_unshielded_retrieval,256,0.05,31,11,0,0,1,3264,2856,0.154525
131096,ablation_unshielded_retrieval,256,0.05,32,2,1,0,0,2912,3024,0.127917
135192,ablation_unshielded_retrieval,256,0.05,33,12,1,0,0,2528,2568,0.104800
139288,ablation_unshielded_retrieval,256,0.05,34,7,0,0,1,2832,2724,0.105307
143384,ablation_unshielded_retrieval,256,0.05,35,14,1,0,0,2976,3060,0.141591
147480,ablation_unshielded_retrieval,256,0.05,36,15,1,1,1,2848,2916,0.127452
151576,ablation_unshielded_retrieval,256,0.05,37,0,1,1,1,3120,3024,0.124708
155672,ablation_unshielded_retrieval,256,0.05,38,0,1,1,1,2912,2832,0.127629
159768,ablation_unshielded_retrieval,256,0.05,39,9,1,1,1,2592,2832,0.088661
163864,ablation_unshielded_retrieval,256,0.05,40,8,1,1,1,3168,2988,0.128492
167960,ablation_unshielded_retrieval,256,0.05,41,15,0,0,1,2400,3048,0.123280
172056,ablation_unshielded_retrieval,256,0.05,42,11,0,0,1,3136,2904,0.143310
176152,ablation_unshielded_retrieval,256,0.05,43,10,1,0,0,2912,2976,0.139523
180248,ablation_unshielded_retrieval,256,0.05,44,1,1,1,1,3488,3072,0.133860
184344,ablation_unshielded_retrieval,256,0.05,45,8,0,0,1,2368,2748,0.092604
188440,ablation_unshielded_retrieval,256,0.05,46,5,1,1,1,2384,3048,0.118528
192536,ablation_unshielded_retrieval,256,0.05,47,13,0,1,0,1936,2784,0.092656
196632,ablation_unshielded_retrieval,256,0.05,48,11,0,0,1,2416,2916,0.112233
200728,ablation_unshielded_retrieval,256,0.05,49,2,0,0,1,2608,2916,0.135353
204824,ablation_unshielded_retrieval,256,0.05,50,8,1,1,1,2640,2652,0.112004
4121,ablation_unshielded_retrieval,256,0.05,1,15,1,1,1,3408,2940,0.140621
8217,ablation_unshielded_retrieval,256,0.05,2,3,1,1,1,3344,2976,0.134043
12313,ablation_unshielded_retrieval,256,0.05,3,8,1,1,1,2832,2844,0.139879
16409,ablation_unshielded_retrieval,256,0.05,4,13,1,1,1,3248,2916,0.140454
20505,ablation_unshielded_retrieval,256,0.05,5,1,1,0,0,2592,2844,0.118871
24601,ablation_unshielded_retrieval,256,0.05,6,12,1,0,0,1936,2868,0.088421
28697,ablation_unshielded_retrieval,256,0.05,7,11,1,0,0,2752,2964,0.121105
32793,ablation_unshielded_retrieval,256,0.05,8,1,1,1,1,2224,2976,0.107310
36889,ablation_unshielded_retrieval,256,0.05,9,10,0,0,1,2448,3060,0.116923
40985,ablation_unshielded_retrieval,256,0.05,10,6,1,0,0,2944,3060,0.129972
45081,ablation_unshielded_retrieval,256,0.05,11,6,0,1,0,2752,2748,0.104969
49177,ablation_unshielded_retrieval,256,0.05,12,15,1,0,0,2624,3000,0.117097
53273,ablation_unshielded_retrieval,256,0.05,13,4,0,1,0,1920,2208,0.091176
57369,ablation_unshielded_retrieval,256,0.05,14,6,1,1,1,2928,2892,0.132487
61465,ablation_unshielded_retrieval,256,0.05,15,2,0,1,0,3120,3060,0.144054
65561,ablation_unshielded_retrieval,256,0.05,16,2,0,1,0,3184,2868,0.114465
69657,ablation_unshielded_retrieval,256,0.05,17,1,0,1,0,2864,2904,0.127506
73753,ablation_unshielded_retrieval,256,0.05,18,5,1,1,1,2992,3072,0.145362
77849,ablation_unshielded_retrieval,256,0.05,19,0,0,1,0,2560,2940,0.124362
81945,ablation_unshielded_retrieval,256,0.05,20,1,0,0,1,2592,2784,0.104683
86041,ablation_unshielded_retrieval,256,0.05,21,15,0,0,1,3024,2928,0.130721
90137,ablation_unshielded_retrieval,256,0.05,22,5,1,0,0,2336,2796,0.096269
94233,ablation_unshielded_retrieval,256,0.05,23,15,0,0,1,3232,3048,0.131408
98329,ablation_unshielded_retrieval,256,0.05,24,5,0,0,1,3200,2904,0.106797
102425,ablation_unshielded_retrieval,256,0.05,25,4,1,1,1,3296,2928,0.124143
106521,ablation_unshielded_retrieval,256,0.05,26,6,1,0,0,3024,3048,0.120585
110617,ablation_unshielded_retrieval,256,0.05,27,6,0,0,1,2800,3012,0.131291
114713,ablation_unshielded_retrieval,256,0.05,28,7,1,0,0,3360,3048,0.131863
118809,ablation_unshielded_retrieval,256,0.05,29,11,1,1,1,3392,2964,0.149656
122905,ablation_unshielded_retrieval,256,0.05,30,6,1,0,0,2704,2844,0.120817
127001,ablation_unshielded_retrieval,256,0.05,31,4,0,1,0,2496,3012,0.107653
131097,ablation_unshielded_retrieval,256,0.05,32,7,1,1,1,2976,3072,0.129748
135193,ablation_unshielded_retrieval,256,0.05,33,11,0,0,1,2768,2976,0.132157
139289,ablation_unshielded_retrieval,256,0.05,34,9,1,1,1,2240,3072,0.105710
143385,ablation_unshielded_retrieval,256,0.05,35,0,1,0,0,2880,2940,0.126481
147481,ablation_unshielded_retrieval,256,0.05,36,4,0,1,0,3280,2952,0.129577
151577,ablation_unshielded_retrieval,256,0.05,37,12,0,1,0,3056,3072,0.137533
155673,ablation_unshielded_retrieval,256,0.05,38,3,0,1,0,2400,2436,0.105135
159769,ablation_unshielded_retrieval,256,0.05,39,11,1,1,1,2080,2712,0.108342
163865,ablation_unshielded_retrieval,256,0.05,40,11,0,0,1,2000,2700,0.096149
167961,ablation_unshielded_retrieval,256,0.05,41,2,0,1,0,2528,2748,0.105304
172057,ablation_unshielded_retrieval,256,0.05,42,11,1,1,1,2560,2604,0.107151
176153,ablation_unshielded_retrieval,256,0.05,43,10,0,0,1,2912,2868,0.135294
180249,ablation_unshielded_retrieval,256,0.05,44,13,0,0,1,2752,3048,0.112977
184345,ablation_unshielded_retrieval,256,0.05,45,10,1,0,0,2496,2976,0.117612
188441,ablation_unshielded_retrieval,256,0.05,46,14,0,0,1,2912,2892,0.146277
192537,ablation_unshielded_retrieval,256,0.05,47,12,1,1,1,2592,2856,0.100620
196633,ablation_unshielded_retrieval,256,0.05,48,0,0,0,1,2144,2736,0.103361
200729,ablation_unshielded_retrieval,256,0.05,49,9,0,0,1,2496,2988,0.106914
204825,ablation_unshielded_retrieval,256,0.05,50,5,0,0,1,2800,2736,0.129171
4122,ablation_unshielded_retrieval,256,0.05,1,0,1,1,1,2752,2976,0.130490
8218,ablation_unshielded_retrieval,256,0.05,2,13,1,1,1,2480,2352,0.098672
12314,ablation_unshielded_retrieval,256,0.05,3,4,0,0,1,3216,3024,0.124710
16410,ablation_unshielded_retrieval,256,0.05,4,3,1,0,0,3136,2784,0.132381
20506,ablation_unshielded_retrieval,256,0.05,5,3,0,1,0,2880,2964,0.117209
24602,ablation_unshielded_retrieval,256,0.05,6,14,0,0,1,2720,2904,0.135065
28698,ablation_unshielded_retrieval,256,0.05,7,5,1,1,1,2640,2988,0.116754
32794,ablation_unshielded_retrieval,256,0.05,8,3,1,1,1,3152,3072,0.136223
36890,ablation_unshielded_retrieval,256,0.05,9,4,1,1,1,2896,3000,0.121326
40986,ablation_unshielded_retrieval,256,0.05,10,5,1,0,0,2288,2448,0.111092
45082,ablation_unshielded_retrieval,256,0.05,11,9,1,1,1,3296,2892,0.133683
49178,ablation_unshielded_retrieval,256,0.05,12,0,0,0,1,2576,3072,0.118705
53274,ablation_unshielded_retrieval,256,0.05,13,1,1,0,0,2128,3060,0.109024
57370,ablation_unshielded_retrieval,256,0.05,14,14,0,1,0,2992,3012,0.137577
61466,ablation_unshielded_retrieval,256,0.05,15,10,0,1,0,2464,2460,0.098849
65562,ablation_unshielded_retrieval,256,0.05,16,10,1,0,0,2560,2952,0.109026
69658,ablation_unshielded_retrieval,256,0.05,17,0,1,1,1,2944,2976,0.123392
73754,ablation_unshielded_retrieval,256,0.05,18,5,0,1,0,3312,2892,0.145776
77850,ablation_unshielded_retrieval,256,0.05,19,4,1,0,0,3232,2844,0.111261
81946,ablation_unshielded_retrieval,256,0.05,20,4,1,1,1,2368,3072,0.098277
86042,ablation_unshielded_retrieval,256,0.05,21,14,1,1,1,2624,2916,0.118811
90138,ablation_unshielded_retrieval,256,0.05,22,5,1,0,0,2624,2820,0.132315
94234,ablation_unshielded_retrieval,256,0.05,23,15,1,1,1,3024,2844,0.122936
98330,ablation_unshielded_retrieval,256,0.05,24,9,1,1,1,2784,3000,0.129800
102426,ablation_unshielded_retrieval,256,0.05,25,4,0,1,0,2624,3024,0.118473
106522,ablation_unshielded_retrieval,256,0.05,26,6,0,0,1,3184,3012,0.132492
110618,ablation_unshielded_retrieval,256,0.05,27,11,1,1,1,3008,3048,0.124078
114714,ablation_unshielded_retrieval,256,0.05,28,1,1,1,1,2768,2736,0.135926
118810,ablation_unshielded_retrieval,256,0.05,29,13,0,0,1,3104,3024,0.136441
122906,ablation_unshielded_retrieval,256,0.05,30,3,0,0,1,3344,2976,0.154059
127002,ablation_unshielded_retrieval,256,0.05,31,6,0,1,0,2784,3060,0.120416
131098,ablation_unshielded_retrieval,256,0.05,32,13,0,1,0,2832,3072,0.124139
135194,ablation_unshielded_retrieval,256,0.05,33,11,1,0,0,3120,2988,0.117669
139290,ablation_unshielded_retrieval,256,0.05,34,5,1,0,0,2080,2784,0.108628
143386,ablation_unshielded_retrieval,256,0.05,35,4,0,1,0,2128,2820,0.096438
147482,ablation_unshielded_retrieval,256,0.05,36,2,1,0,0,2720,2976,0.123043
151578,ablation_unshielded_retrieval,256,0.05,37,11,1,1,1,1968,3012,0.098560
155674,ablation_unshielded_retrieval,256,0.05,38,7,1,0,0,3360,3036,0.142444
159770,ablation_unshielded_retrieval,256,0.05,39,3,0,0,1,2864,3036,0.140792
163866,ablation_unshielded_retrieval,256,0.05,40,13,0,0,1,2816,3024,0.109370
167962,ablation_unshielded_retrieval,256,0.05,41,12,0,1,0,2384,2820,0.100277
172058,ablation_unshielded_retrieval,256,0.05,42,7,1,1,1,2944,3072,0.133288
176154,ablation_unshielded_retrieval,256,0.05,43,2,1,0,0,2176,3012,0.097410
180250,ablation_unshielded_retrieval,256,0.05,44,7,0,0,1,3248,2904,0.137291
184346,ablation_unshielded_retrieval,256,0.05,45,2,1,0,0,3072,2964,0.131746
188442,ablation_unshielded_retrieval,256,0.05,46,3,1,0,0,2416,2952,0.108800
192538,ablation_unshielded_retrieval,256,0.05,47,10,0,1,0,1968,2784,0.089854
196634,ablation_unshielded_retrieval,256,0.05,48,13,1,0,0,2944,2712,0.127446
200730,ablation_unshielded_retrieval,256,0.05,49,7,1,1,1,2944,2724,0.138046
204826,ablation_unshielded_retrieval,256,0.05,50,0,1,1,1,2848,3024,0.130942
4123,ablation_unshielded_retrieval,256,0.05,1,4,0,0,1,2928,3000,0.123672
8219,ablation_unshielded_retrieval,256,0.05,2,13,0,1,0,3408,2988,0.141874
12315,ablation_unshielded_retrieval,256,0.05,3,9,0,0,1,2768,2952,0.112925
16411,ablation_unshielded_retrieval,256,0.05,4,13,0,0,1,3520,3072,0.155098
20507,ablation_unshielded_retrieval,256,0.05,5,7,0,1,0,2832,2952,0.130901
24603,ablation_unshielded_retrieval,256,0.05,6,7,1,1,1,2864,2772,0.117321
28699,ablation_unshielded_retrieval,256,0.05,7,1,1,0,0,2768,2820,0.120236
32795,ablation_unshielded_retrieval,256,0.05,8,6,1,1,1,2336,2940,0.091857
36891,ablation_unshielded_retrieval,256,0.05,9,11,0,1,0,2736,2580,0.121446
40987,ablation_unshielded_retrieval,256,0.05,10,7,0,1,0,2096,2796,0.097647
45083,ablation_unshielded_retrieval,256,0.05,11,13,0,0,1,2000,2724,0.083446
49179,ablation_unshielded_retrieval,256,0.05,12,9,1,1,1,1936,2616,0.100563
53275,ablation_unshielded_retrieval,256,0.05,13,0,0,1,0,2496,2964,0.101255
57371,ablation_unshielded_retrieval,256,0.05,14,1,1,0,0,2896,2916,0.113664
61467,ablation_unshielded_retrieval,256,0.05,15,11,0,0,1,2640,3060,0.134620
65563,ablation_unshielded_retrieval,256,0.05,16,0,1,1,1,2704,2448,0.108105
69659,ablation_unshielded_retrieval,256,0.05,17,0,1,1,1,3296,3060,0.130086
73755,ablation_unshielded_retrieval,256,0.05,18,2,1,0,0,2704,2628,0.135866
77851,ablation_unshielded_retrieval,256,0.05,19,1,1,0,0,2544,2844,0.106511
81947,ablation_unshielded_retrieval,256,0.05,20,1,0,0,1,3136,2892,0.129800
86043,ablation_unshielded_retrieval,256,0.05,21,15,1,1,1,3024,3048,0.137291
90139,ablation_unshielded_retrieval,256,0.05,22,15,0,0,1,2928,2964,0.115664
94235,ablation_unshielded_retrieval,256,0.05,23,10,1,1,1,2640,2964,0.122996
98331,ablation_unshielded_retrieval,256,0.05,24,8,0,0,1,2320,2868,0.112067
102427,ablation_unshielded_retrieval,256,0.05,25,7,0,1,0,1984,2640,0.107827
106523,ablation_unshielded_retrieval,256,0.05,26,4,0,0,1,3312,3036,0.127626
110619,ablation_unshielded_retrieval,256,0.05,27,2,0,0,1,2848,3060,0.132999
114715,ablation_unshielded_retrieval,256,0.05,28,0,1,0,0,3200,2976,0.119669
118811,ablation_unshielded_retrieval,256,0.05,29,7,1,0,0,2672,3072,0.120536
122907,ablation_unshielded_retrieval,256,0.05,30,8,1,0,0,3216,3048,0.120190
127003,ablation_unshielded_retrieval,256,0.05,31,6,0,0,1,2608,2604,0.117961
131099,ablation_unshielded_retrieval,256,0.05,32,14,1,1,1,2768,3072,0.126996
135195,ablation_unshielded_retrieval,256,0.05,33,11,1,1,1,1872,2988,0.094895
139291,ablation_unshielded_retrieval,256,0.05,34,11,0,1,0,2448,3048,0.122833
143387,ablation_unshielded_retrieval,256,0.05,35,7,1,1,1,3088,2904,0.126541
147483,ablation_unshielded_retrieval,256,0.05,36,4,0,0,1,2592,2880,0.132198
151579,ablation_unshielded_retrieval,256,0.05,37,9,1,1,1,2448,2916,0.118356
155675,ablation_unshielded_retrieval,256,0.05,38,15,0,0,1,2704,2976,0.097696
159771,ablation_unshielded_retrieval,256,0.05,39,11,0,1,0,2160,2808,0.096841
163867,ablation_unshielded_retrieval,256,0.05,40,1,1,0,0,2960,2880,0.123806
167963,ablation_unshielded_retrieval,256,0.05,41,12,0,1,0,2192,2568,0.107942
172059,ablation_unshielded_retrieval,256,0.05,42,0,1,1,1,2720,2988,0.114639
176155,ablation_unshielded_retrieval,256,0.05,43,14,1,1,1,3168,2856,0.143245
180251,ablation_unshielded_retrieval,256,0.05,44,2,0,1,0,3168,3060,0.133411
184347,ablation_unshielded_retrieval,256,0.05,45,10,1,1,1,2816,2880,0.128890
188443,ablation_unshielded_retrieval,256,0.05,46,1,1,1,1,2512,3036,0.114005
192539,ablation_unshielded_retrieval,256,0.05,47,4,0,1,0,3136,3048,0.120585
196635,ablation_unshielded_retrieval,256,0.05,48,5,1,1,1,1248,2484,0.074803
200731,ablation_unshielded_retrieval,256,0.05,49,1,1,1,1,2688,2712,0.110119
204827,ablation_unshielded_retrieval,256,0.05,50,0,0,0,1,2752,2856,0.127923
4124,ablation_unshielded_retrieval,256,0.05,1,4,0,0,1,2784,2892,0.104111
8220,ablation_unshielded_retrieval,256,0.05,2,1,1,1,1,2976,3072,0.128708
12316,ablation_unshielded_retrieval,256,0.05,3,8,1,0,0,2496,3060,0.116934
16412,ablation_unshielded_retrieval,256,0.05,4,9,0,1,0,2720,2988,0.128822
20508,ablation_unshielded_retrieval,256,0.05,5,11,1,0,0,2464,2376,0.086021
24604,ablation_unshielded_retrieval,256,0.05,6,9,0,0,1,1776,2976,0.083628
28700,ablation_unshielded_retrieval,256,0.05,7,2,0,1,0,3440,3072,0.137234
32796,ablation_unshielded_retrieval,256,0.05,8,0,0,0,1,2336,3048,0.110007
36892,ablation_unshielded_retrieval,256,0.05,9,3,0,1,0,3200,2976,0.115149
40988,ablation_unshielded_retrieval,256,0.05,10,4,1,1,1,2592,2640,0.116411
45084,ablation_unshielded_retrieval,256,0.05,11,0,0,0,1,2752,2952,0.139125
49180,ablation_unshielded_retrieval,256,0.05,12,14,1,1,1,2928,3036,0.135580
53276,ablation_unshielded_retrieval,256,0.05,13,8,0,0,1,3056,2988,0.141302
57372,ablation_unshielded_retrieval,256,0.05,14,12,0,0,1,2160,2784,0.098380
61468,ablation_unshielded_retrieval,256,0.05,15,13,1,1,1,3232,2832,0.122994
65564,ablation_unshielded_retrieval,256,0.05,16,10,0,1,0,2832,2988,0.137416
69660,ablation_unshielded_retrieval,256,0.05,17,2,0,0,1,3280,2916,0.131285
73756,ablation_unshielded_retrieval,256,0.05,18,2,0,0,1,2752,2988,0.109936
77852,ablation_unshielded_retrieval,256,0.05,19,13,1,1,1,2768,2904,0.099309
81948,ablation_unshielded_retrieval,256,0.05,20,1,1,1,1,3008,3012,0.126302
86044,ablation_unshielded_retrieval,256,0.05,21,12,1,1,1,2928,3036,0.128607
90140,ablation_unshielded_retrieval,256,0.05,22,13,0,1,0,2864,3012,0.113830
94236,ablation_unshielded_retrieval,256,0.05,23,14,1,0,0,2192,2628,0.115719
98332,ablation_unshielded_retrieval,256,0.05,24,7,0,1,0,3264,2928,0.131283
102428,ablation_unshielded_retrieval,256,0.05,25,3,1,0,0,2192,2760,0.092083
106524,ablation_unshielded_retrieval,256,0.05,26,10,1,0,0,2464,2808,0.126302
110620,ablation_unshielded_retrieval,256,0.05,27,3,1,1,1,3072,2892,0.136097
114716,ablation_unshielded_retrieval,256,0.05,28,1,0,0,1,2656,2784,0.114585
118812,ablation_unshielded_retrieval,256,0.05,29,10,1,0,0,3472,3072,0.138100
